"username","created_at","comment_text"
"theartidote","2018-10-01 09:43:01","All of the cities I share come at the request of Artidotees from that area. And I understand that the success of this initiative relies on the number of people in that city who 1)follow/know about The Artidote and 2)have had an experience with a psychologist/therapist. There may be cities in which no resources can be retrieved due to the lack of those two points. But it’s all worth a try.
🌱
Important notice: when sharing the contact info of your trusted professional, please give us their name, professional title and, if applicable, the organization for which they work with. A website or email to reach them at will suffice. Do not share personal phone numbers (only work/office numbers please), unless you’ve received previous consent from your professional for doing so. 
Thank you 🌸"
"francepn","2018-10-01 20:13:18","I'm from Lyon and i've been hoping my city would come up one day for recommandation. I started with one lady last week, i don't know what to think about her tho :/ I'll wait to see the answers... I have another appointment with my new one next week, first appointments are always so weird, i'll let you guys know how it goes.
Her name is Chantal Pironi, and she is based next to eh subway Oullins. Cheers"
"beatrizrcgt","2018-10-02 19:27:31","Please do Nice also"
"lucierep","2018-10-04 21:28:16","I'm from Lyon too, although this post may not have many answers yet I'm sure its time will come ☀️ I had a therapist a few years ago, her name is Gaëlle Dibou (20 rue Joseph Serlin, 69001 Lyon). She is very sweet, likes to smile (I remember thinking it was too much for me back then haha). I couldn't say she is the best I've seen as I haven't seen any other ones, but she's far from being a bad therapist. 🌿"
"danialemseeh","2018-10-13 19:07:45","There's Apsytude , check their website online! It's an association that provides many mental health services to students. They match you with an intern in psychology, the interns are very well trained and you pay as much as you can (it's free but any financial contributions are appreciated as they fund the associations' activities and services)"
